Caste Name
24 Manai Telugu Chettiar
96 Kuli Maratha
Kuruhini Chetty
Kurumbar
Kuruva
Kushwaha (Koiri)
Kutchi
Lad
Lakhara / Lakhera / Laxkar
Lambadi
Laxminarayan Gola
Leva Patel
Leva Patil
Linga Balija
Lingayath
Lodhi Rajput
Lohana
Lohar
Loniya
Lubana
Madhesiya / Kanu / Halwai
Madiga
Madivala / Dhobi
Mahajan
Mahar
Mahendra
Maheshwari
Maheshwari / Meshri
Mahishya
Mahor
Mahuri
Mair Rajput Swarnkar
Majabi
Mala
Mali
Mallah
Malviya Brahmin
Malwani
Mangalorean
Manipuri
Manjapudur Chettiar
Mannadiyar
Mannan / Velan / Vannan
Mapila
Maratha
Maratha Kshatriya
Maruthuvar
Matang
Mathur
Mathur Vaishya
Matia Patel
Maurya / Shakya
Meena
Meenavar
Meghwal
Mehar
Mehra
Meru Darji
Mochi
Modak
Modh Ghanchi
Modi
Modikarlu
Mogaveera
Mudaliyar
Mudiraj
Munnuru Kapu
Musahar
Musukama
Muthuraja / Mutharaiyar
Naagavamsam
Nabit
Nadar
Nagaralu
Nai / Nayi Brahmin
Naicker
Naicker - Others
Naicker - Vanniya Kula Kshatriyar
Naidu
Naik
Nair
Namasudra / Namassej
Nambiar
Namdarlu
Nanjil Mudali
Nanjil Nattu Vellalar
Nanjil Vellalar
Nanjil pillai
Nankudi Vellalar
Napit
Nat
Nattu Gounder
Nattukottai Chettiar
Nayaka
Neeli
Neeli Saali
Nema
Nepali
Nessi
Nhavi
Niari
Odan
Ontari
Oraon
Oswal
Otari
Other Brahmins
Othuvaar
Padmasali
Padmashali
Padmavati Porwal
Pagadala
Pal
Pallan / Devandra Kula Vellalar
Panan
Panchal
Pandaram
Pandiya Vellalar
Panicker
Pannirandam Chettiar
Paravan / Bharatar
Parit
Parkavakulam / Udayar
Parsi
Partraj
Parvatha Rajakulam
Pasi
Paswan / Dusadh
Patel
Pathare Prabhu
Patil
Patnaick / Sistakaranam
Patra
Pattinavar
Pattusali
Patwa
Perika
Perika / Puragiri Kshatriya
Pillai
Poddar
Poosala
Porwal
Porwal / Porwar
Poundra
Prajapati
Pulaya / Cheruman
Rabari
Radhi / Niari
Raigar
Rajaka / Vannar
Rajastani
Rajbhar
Rajbonshi
Rajpurohit
Rajput
Raju / Kshatriya Raju
Ramoshi
Ramanandi
Ramdasia
Ramgariah
Rastogi
Rathi
Rauniar
Ravana Rajput
Ravidasia
Rawat
Reddy
Relli
Rohit / Chamar
Ror
SC
SKP
ST
Sadgope
Sadhu Chetty
Sagara (Uppara)
Saha
Sahariya
Sahu
Saini
Saiva Pillai Thanjavur
Saiva Pillai Tirunelveli
Saiva Vellan Chettiar
Saliya
Saliyar
Salvi
Samagar
Sambava
Sansi
Sargara
Sathwara
Satnami
Savji
Senai Thalaivar
Senguntha Mudaliyar
Sengunthar / Kaikolar
Settibalija
Setty Balija
Shah
Shaw / Sahu / Teli
Shettigar
Shilpkar
Shimpi / Namdev
Sindhi
Sindhi - Amil
Sindhi - Baibhand
Sindhi - Bhanusali
Sindhi - Bhatia
Sindhi - Chhapru
Sindhi - Dadu
Sindhi - Hyderabadi
Sindhi - Larai
Sindhi - Larkana
Sindhi - Lohana
Sindhi - Rohiri
Sindhi - Sahiti
Sindhi - Sakkhar
Sindhi - Sehwani
Sindhi - Shikarpuri
Sindhi - Thatai
Sirvi / Janwa
Sonar
Sondhia
Soni
Sonkar
Sourashtra
Sozhia Chetty
Sozhiya Vellalar
Srisayana
Sugali (Naika)
Sunari
Sundhi
Surya Balija
Suthar
Swakula Saali
Swakula Sali
Swarnakar
Tamboli
Tammali
Tanti
Tantubai
Telaga
Teli
Telugupatti
Thakkar
Thakore
Thakur
Thandan
Tharakan
Thigala
Thiyya
Thiyya Thandan
Thogata Veera Kshatriya
Thogata Veerakshathriya
Thondai Mandala Vellalar
Thota
Tili
Tiyar / Tiar
Togata
Tonk Kshatriya
Turupu Kapu
Ummar / Umre / Bagaria
Urali Gounder
Urs
Vaishnav Vania
Vaishnava
Vaishya
Vaishya Vani
Valar
Valluvan
Valmiki
Valsad
Vani
Vani / Vaishya
Vania
Vanika Vyshya
Vaniya
Vaniya Chettiar
Vanjara
Vankar
Vannar
Vannia Kula Kshatriyar
Vanyakulakshatriya
Variar
Varshney
Varshney (Barahseni)
Veera Saivam
Veerakodi Vellala
Velaan
Velama
Vellala Pillai
Vellalar
Vellan Chettiars
Veluthedathu Nair
Vettuva Gounder
Vettuvan
Vijayvargia
Vilakithala Nair
Vishwakarma
Viswabrahmin
Vokkaliga
Vysya
Yadav
Yadava Naidu
Yellapu
